simplified,vietnamese,pinyin,english,hsk_level
剩下,,shèng xià,to remain; to be left over,5
失败,,shī bài,to be defeated; to lose; to fail (e.g. experiments); failure; defeat,5
失去,,shī qù,to lose,5
失望,,shī wàng,disappointed; to lose hope; to despair,5
失误,,shī wù,"lapse; mistake; to make a mistake; fault; service fault (in volleyball, tennis etc)",5
失业,,shī yè,unemployment; to lose one's job,5
师傅,,shī fu,master; qualified worker; respectful form of address for older men,5
诗,,Shī,"abbr. for Shijing 诗经, the Book of Songs",5
诗歌,,shī gē,poem,5
诗人,,shī rén,bard; poet,5
湿,,shī,variant of 湿,5
十,,shí,ten; 10,5
十分,,shí fēn,very; completely; utterly; extremely; absolutely; hundred percent; to divide into ten equal parts,5
十足,,shí zú,ample; complete; hundred percent; a pure shade (of some color),5
石头,,shí tou,stone,5
石油,,shí yóu,oil; petroleum,5
时,,shí,old variant of 时,5
时常,,shí cháng,often; frequently,5
时代,,Shí dài,"Time, US weekly news magazine",5
时光,,shí guāng,time; era; period of time,5
时候,,shí hou,time; length of time; moment; period,5
时机,,shí jī,opportunity; opportune moment,5
时间,,shí jiān,time; period,5
时刻,,shí kè,time; juncture; moment; period of time; constantly; always,5
时事,,shí shì,current trends; the present situation; how things are going,5
实惠,,shí huì,tangible benefit; material advantages; cheap; economical; advantageous (deal); substantial (discount),5
实际,,shí jì,reality; practice; practical; realistic; real; actual,5
实际上,,shí jì shàng,in fact; in reality; as a matter of fact; in practice,5
实力,,shí lì,strength,5
实施,,shí shī,to implement; to carry out,5
实习,,shí xí,to practice; field work; to intern; internship,5
实现,,shí xiàn,to achieve; to implement; to realize; to bring about,5
实行,,shí xíng,to implement; to carry out; to put into practice,5
实验,,shí yàn,experiment; test; experimental; to experiment,5
实验室,,shí yàn shì,laboratory,5
实用,,shí yòng,practical; functional; pragmatic; applied (science),5
实在,,shí zài,really; actually; indeed; true; real; honest; dependable; (philosophy) reality,5
食品,,shí pǐn,foodstuff; food; provisions,5
食堂,,shí táng,dining hall; cafeteria,5
食物,,shí wù,food,5
使,,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,5
使得,,shǐ de,usable; workable; feasible; doable; to make; to cause,5
使劲,,shǐ jìn,to exert all one's strength,5
使用,,shǐ yòng,to use; to employ; to apply; to make use of,5
始终,,shǐ zhōng,from beginning to end; all along,5
士兵,,shì bīng,soldier,5
世纪,,shì jì,century,5
世界,,shì jiè,world,5
世界杯,,Shì jiè bēi,World Cup,5
市,,shì,market; city,5
市场,,shì chǎng,marketplace; market (also in abstract),5
市区,,shì qū,urban district; downtown; city center,5
市长,,shì zhǎng,mayor,5
示范,,shì fàn,to demonstrate; to show how to do sth; demonstration; a model example,5
似的,,shì de,seems as if; rather like; Taiwan pr. [sì de],5
似乎,,sì hū,it seems; seemingly; as if,5
式,,shì,type; form; pattern; style,5
事,,shì,matter; thing; item; work; affair,5
事故,,shì gù,accident,5
事件,,shì jiàn,event; happening; incident,5
事情,,shì qing,affair; matter; thing; business,5
事实,,shì shí,fact,5
事实上,,shì shí shàng,in fact; in reality; actually; as a matter of fact; de facto; ipso facto,5
事物,,shì wù,thing; object,5
事先,,shì xiān,in advance; before the event; beforehand; prior,5
事业,,shì yè,"undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation",5
势力,,shì li,"power; influence; a force (military, political etc)",5
视频,,shì pín,video,5
视为,,shì wéi,to view as; to see as; to consider to be; to deem,5
试,,shì,to test; to try; experiment; examination; test,5
试卷,,shì juàn,examination paper; test paper,5
试题,,shì tí,exam question; test topic,5
试图,,shì tú,to attempt; to try,5
试验,,shì yàn,experiment; test; to experiment; experimental,5
室,,Shì,surname Shi,5
是,,shì,to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion),5
是不是,,shì bù shì,is or isn't; yes or no; whether or not,5
是否,,shì fǒu,whether (or not); if; is or isn't,5
适合,,shì hé,to fit; to suit,5
适应,,shì yìng,to adapt; to fit; to suit,5
适用,,shì yòng,to be applicable,5
拾,,shè,to ascend in light steps,5
收,,shōu,to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name),5
收到,,shōu dào,to receive,5
收费,,shōu fèi,to charge a fee,5
收购,,shōu gòu,to purchase (from various places); to acquire (a company),5
收回,,shōu huí,to regain; to retake; to take back; to withdraw; to revoke,5
收获,,shōu huò,variant of 收获,5
收集,,shōu jí,to gather; to collect,5
收看,,shōu kàn,to watch (a TV program),5
收入,,shōu rù,to take in; income; revenue,5
收拾,,shōu shi,to put in order; to tidy up; to pack; to repair; (coll.) to sort sb out; to fix sb,5
收听,,shōu tīng,to listen to (a radio broadcast),5
收益,,shōu yì,earnings; profit,5
收音机,,shōu yīn jī,radio,5
手,,shǒu,hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill,5
手表,,shǒu biǎo,wristwatch,5
手段,,shǒu duàn,method; means (of doing sth); strategy; trick,5
手法,,shǒu fǎ,technique; trick; skill,5
手工,,shǒu gōng,handwork; manual,5
手机,,shǒu jī,cell phone; mobile phone,5
手里,,shǒu lǐ,in hand; (a situation is) in sb's hands,5
手术,,shǒu shù,(surgical) operation; surgery,5
手套,,shǒu tào,glove; mitten,5
手续,,shǒu xù,procedure; formalities,5
手指,,shǒu zhǐ,finger,5
守,,shǒu,to guard; to defend; to keep watch; to abide by the law; to observe (rules or ritual); nearby; adjoining,5
首,,shǒu,"head; chief; first (occasion, thing etc); classifier for poems, songs etc",5
首都,,shǒu dū,capital (city),5
首先,,shǒu xiān,first (of all); in the first place,5
寿司,,shòu sī,sushi,5
受,,shòu,to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker),5
受不了,,shòu bù liǎo,unbearable; unable to endure; can't stand,5
受到,,shòu dào,"to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)",5
受伤,,shòu shāng,to sustain injuries; wounded (in an accident etc); harmed,5
受灾,,shòu zāi,disaster-stricken; to be hit by a natural calamity,5
售货员,,shòu huò yuán,salesperson,5
瘦,,shòu,thin; to lose weight; (of clothing) tight; (of meat) lean; (of land) unproductive,5
书,,Shū,abbr. for 书经,5
书包,,shū bāo,schoolbag; satchel; bookbag,5
书店,,shū diàn,bookstore,5
书法,,shū fǎ,calligraphy; handwriting; penmanship,5
书柜,,shū guì,bookcase,5
书架,,shū jià,bookshelf,5
书桌,,shū zhuō,desk,5
叔叔,,shū shu,father's younger brother; uncle; Taiwan pr. [shú shu],5
舒服,,shū fu,comfortable; feeling well,5
舒适,,shū shì,cozy; snug,5
输,,shū,to lose; to be beaten; (bound form) to transport; (literary) to donate; to contribute; (coll.) to enter (a password),5
输出,,shū chū,to export; to output,5
输入,,shū rù,to import; to input,5
蔬菜,,shū cài,vegetables,5
熟,,shú,ripe; mature; thoroughly cooked; done; familiar; acquainted; experienced; skilled; (of sleep etc) deep; profound; also pr. [shóu],5
熟练,,shú liàn,practiced; proficient; skilled; skillful,5
熟人,,shú rén,acquaintance; friend,5
熟悉,,shú xī,to be familiar with; to know well,5
属,,shǔ,category; genus (taxonomy); family members; dependents; to belong to; subordinate to; affiliated with; be born in the year of (one of the 12 animals); to be; to prove to be; to constitute,5
属于,,shǔ yú,to be classified as; to belong to; to be part of,5
暑假,,shǔ jià,summer vacation,5
鼠,,shǔ,(bound form) rat; mouse,5
鼠标,,shǔ biāo,mouse (computing),5
束,,Shù,surname Shu,5
树,,shù,tree; to cultivate; to set up,5
树林,,Shù lín,"Shulin city in New Taipei City 市, Taiwan",5
树叶,,shù yè,tree leaves,5
数,,shǔ,to count; to count as; to regard as; to enumerate; to list,5
数据,,shù jù,data,5
数量,,shù liàng,amount; quantity; quantitative,5
数码,,shù mǎ,number; numerals; figures; digital; amount; numerical code,5
数目,,shù mù,amount; number,5
数字,,shù zì,numeral; digit; number; figure; amount; digital (electronics etc),5
刷,,shuā,to brush; to paint; to daub; to paste up; to skip class (of students); to fire from a job,5
刷牙,,shuā yá,to brush one's teeth,5
刷子,,shuā zi,brush; scrub,5
摔,,shuāi,to throw down; to fall; to drop and break,5
摔倒,,shuāi dǎo,to fall down; to slip and fall; to throw sb to the ground,5
帅,,Shuài,surname Shuai,5
帅哥,,shuài gē,handsome guy; lady-killer; handsome (form of address),5
双,,Shuāng,surname Shuang,5
双方,,shuāng fāng,bilateral; both sides; both parties involved,5
双手,,shuāng shǒu,both hands,5
谁,,shéi,who; also pr. [shuí],5
水,,Shuǐ,surname Shui,5
水产品,,shuǐ chǎn pǐn,"aquatic products (including fish, crabs, seaweed etc)",5
水分,,shuǐ fèn,moisture content; (fig.) overstatement; padding,5
水果,,shuǐ guǒ,fruit,5
水库,,shuǐ kù,reservoir,5
水平,,shuǐ píng,level (of achievement etc); standard; horizontal,5
水灾,,shuǐ zāi,flood; flood damage,5
睡,,shuì,to sleep; to lie down,5
睡觉,,shuì jiào,to go to bed; to sleep,5
睡眠,,shuì mián,sleep; to sleep; (computing) to enter sleep mode,5
睡着,,shuì zháo,to fall asleep,5
顺利,,shùn lì,smoothly; without a hitch,5
顺序,,shùn xù,sequence; order,5
说,,shuì,to persuade,5
说不定,,shuō bu dìng,can't say for sure; maybe,5
说法,,shuō fǎ,to expound Buddhist teachings,5
说服,,shuō fú,to persuade; to convince; to talk sb over; Taiwan pr. [shuì fú],5
说话,,shuō huà,to speak; to say; to talk; to gossip; to tell stories; talk; word,5
说明,,shuō míng,to explain; to illustrate; to indicate; to show; to prove; explanation; directions; caption,5
硕士,,shuò shì,master's degree; person who has a master's degree; learned person,5
司机,,sī jī,chauffeur; driver,5
私人,,sī rén,private; personal; interpersonal; sb with whom one has a close personal relationship; a member of one's clique,5
思考,,sī kǎo,to reflect on; to ponder over,5
思维,,sī wéi,(line of) thought; thinking,5
思想,,sī xiǎng,thought; thinking; idea; ideology,5
死,,sǐ,to die; impassable; uncrossable; inflexible; rigid; extremely; damned,5
四,,sì,four; 4,5
四周,,sì zhōu,all around,5
松,,Sōng,surname Song,5
松树,,sōng shù,pine; pine tree,5
送,,sòng,to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with,5
送到,,sòng dào,Deliver,5
送给,,sòng gěi,to send; to give as a present,5
搜,,sōu,to search,5
搜索,,sōu suǒ,to search (a place); to search (a database); to search for (sth),5
速度,,sù dù,speed; rate; velocity; (music) tempo,5
宿舍,,sù shè,dormitory; dorm room; living quarters; hostel,5
塑料,,sù liào,plastics,5
塑料袋,,sù liào dài,plastic bag,5
酸,,suān,sour; tart; sick at heart; grieved; sore; aching; pedantic; impractical; to make sarcastic remarks about sb; an acid,5
酸奶,,suān nǎi,yogurt,5
酸甜苦辣,,suān tián kǔ là,"sour, sweet, bitter and spicy hot; fig. the joys and sorrows of life",5
算,,suàn,to regard as; to figure; to calculate; to compute,5
虽然,,suī rán,although; even though (often used correlatively with 是 or 是 etc),5
随,,Suí,surname Sui,5
随便,,suí biàn,as one wishes; as one pleases; at random; negligent; casual; wanton,5
随后,,suí hòu,soon after,5
随时,,suí shí,at any time; at all times; at the right time; whenever necessary,5
随手,,suí shǒu,conveniently; without extra trouble; while doing it; in passing,5
随意,,suí yì,as one wishes; according to one's wishes; at will; voluntary; conscious,5
随着,,suí zhe,along with; in the wake of; following,5
岁,,suì,"variant of 岁, year; years old",5
岁月,,suì yuè,years; time,5
碎,,suì,(transitive or intransitive verb) to break into pieces; to shatter; to crumble; broken; fragmentary; scattered; garrulous,5
孙女,,sūn nu:3,son's daughter; granddaughter,5
孙子,,Sūn zǐ,"Sun Tzu, also known as Sun Wu 孙武 (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孙子兵法, one of the Seven Military Classics of ancient China 武经七书",5
损害,,sǔn hài,harm; to damage; to impair,5
损失,,sǔn shī,loss; damage; to lose; to suffer damage,5
缩短,,suō duǎn,to curtail; to cut down,5
缩小,,suō xiǎo,to reduce; to decrease; to shrink,5
所,,suǒ,"actually; place; classifier for houses, small buildings, institutions etc; that which; particle introducing a relative clause or passive",5
所以,,suǒ yǐ,therefore; as a result; so; the reason why,5
所有,,suǒ yǒu,all; to have; to possess; to own,5
所在,,suǒ zài,place; location; (after a noun) place where it is located,5
所长,,suǒ cháng,what one is good at,5
锁,,suǒ,to lock; to lock up; a lock,5
他,,tā,he; him (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); (literary) other,5
他们,,tā men,they,5
它,,tā,it,5
它们,,tā men,they (for inanimate objects),5
她,,tā,she,5
她们,,tā men,they; them (for females),5
台,,Tái,Taiwan (abbr.); surname Tai,5
台风,,tái fēng,"stage presence, poise",5
台阶,,tái jiē,steps; flight of steps; step (over obstacle); fig. way out of an embarrassing situation; bench (geology),5
台上,,tái shàng,on stage,5
抬,,tái,to lift; to raise; (of two or more persons) to carry,5
抬头,,tái tóu,"to raise one's head; to gain ground; account name, or space for writing the name on checks, bills etc",5
太,,tài,highest; greatest; too (much); very; extremely,5
太空,,tài kōng,outer space,5
太太,,tài tai,married woman; Mrs.; Madam; wife,5
